Test1,Test2,Test3,Test4,TotalSize,InitialSize,AfterNodes,AfterEdges
0.092269702,0.015359616,4.3001E-5,2.05801E-4,638582784,407477320,364814320,620224320
0.027312707,0.004034131,6.1101E-5,1.74301E-4,638582784,620224320,573958504,573958504
0.027205907,0.004024831,3.58E-5,1.66301E-4,638582784,573958504,525945664,525945664
0.027438509,0.004072831,3.7E-5,2.05402E-4,638582784,525945664,479679144,474538496
0.027149806,0.004037031,3.66E-5,1.63802E-4,638582784,474538496,433413656,428273368
0.027167506,0.004037731,3.61E-5,1.62601E-4,638582784,428273368,387149552,382009224
0.046136351,0.004069031,3.65E-5,1.72202E-4,638582784,382009224,858922192,848564560
0.027172407,0.00402183,3.6501E-5,1.68401E-4,902823936,848564560,807134504,807134504
0.027150806,0.004031931,3.88E-5,2.08802E-4,902823936,807134504,765704496,755346872
0.027500309,0.004199032,3.6701E-5,2.10101E-4,902823936,755346872,713915672,713915672
0.028754819,0.004451634,3.85E-5,1.82002E-4,902823936,713915672,672485528,662128072
0.031604641,0.004596235,3.96E-5,1.76001E-4,902823936,662128072,620696992,620696992
0.047471761,0.008637266,3.56E-5,1.79601E-4,902823936,620696992,579250704,568893248
0.062508175,0.007757659,3.7E-5,1.87002E-4,902823936,568893248,527462512,527462512
0.062806478,0.007782659,3.66E-5,1.85002E-4,902823936,527462512,486028376,475670920
0.064114987,0.007738959,3.68E-5,1.83102E-4,902823936,475670920,434240968,434240968
0.075863576,0.00782666,3.63E-5,2.32902E-4,902823936,434240968,392810632,382453128
0.062782477,0.004045631,1.12801E-4,1.93001E-4,902823936,382453128,864019704,864019704
0.037647986,0.030682133,7.12E-5,2.57402E-4,902823936,864019704,822589232,812231656
0.091124293,0.010720881,4.1001E-5,1.84101E-4,902823936,812231656,770800952,770800952
0.082485427,0.010577781,2.76E-5,1.90801E-4,902823936,770800952,729370592,719013008
0.089970283,0.01195239,2.8601E-5,1.71701E-4,902823936,719013008,677581008,677581008
0.086968561,0.009548372,3.5301E-5,1.80401E-4,902823936,677581008,636150656,625792952
0.04206902,0.003701828,1.09101E-4,1.62801E-4,902823936,625792952,584359832,584359832
0.029147822,0.003679928,2.64E-5,1.89501E-4,902823936,584359832,542929400,532571816
0.04994408,0.010673581,4.14E-5,1.90402E-4,902823936,532571816,491141208,491141208
0.054517114,0.006017346,4.09E-5,1.66002E-4,902823936,491141208,449709856,439352280
0.054603815,0.006046846,3.47E-5,1.69802E-4,902823936,439352280,397921616,397921616
0.066210203,0.01055988,3.58E-5,1.84102E-4,902823936,397921616,1382985784,1382985784
0.075601474,0.009437172,2.66E-5,1.81002E-4,1423441920,1382985784,1341406688,1341406688
0.035658671,0.003695028,2.6E-5,1.56701E-4,1423441920,1341406688,1299827592,1299827592
0.029377624,0.003691228,7.32E-5,2.20002E-4,1423441920,1299827592,1258248096,1237458552
0.029816827,0.003635927,2.7E-5,1.57301E-4,1423441920,1237458552,1195879456,1195879456
0.029741326,0.003655028,2.8301E-5,1.70201E-4,1423441920,1195879456,1154300320,1154300320
0.049013772,0.00661245,2.78E-5,1.75101E-4,1423441920,1154300320,1112720096,1112720096
0.053909809,0.006001245,2.67E-5,1.59302E-4,1423441920,1112720096,1071140712,1050351152
0.03287105,0.003602428,7.78E-5,1.55101E-4,1423441920,1050351152,1008770416,1008770416
0.028179414,0.003643727,1.39501E-4,1.75702E-4,1423441920,1008770416,967191016,967191016
0.029001421,0.003630327,2.6E-5,1.57302E-4,1423441920,967191016,925610440,925610440
0.027358308,0.003612028,2.5E-5,1.52401E-4,1423441920,925610440,884031288,863241688
0.135444229,0.018552841,0.002095615,5.51005E-4,506462208,498534920,453578944,448293992
0.065079595,0.011216185,1.01401E-4,3.44802E-4,506462208,448293992,406013232,403370800
0.070326435,0.005861944,1.32401E-4,2.88603E-4,506462208,403370800,478187856,475624624
0.028529417,0.005761744,1.12901E-4,2.85102E-4,506462208,475624624,432050504,426924760
0.028747919,0.005693443,9.3501E-5,2.54402E-4,506462208,425603456,383271752,378113240
0.036004774,0.00526254,1.05101E-4,2.08101E-4,506462208,378113240,599706712,594563000
0.027412608,0.005098639,1.01101E-4,2.23502E-4,638582784,594563000,553411776,548268072
0.027410208,0.004758436,7.8901E-5,3.79003E-4,638582784,548268072,507116904,501973144
0.045608847,0.00791046,1.28201E-4,1.90501E-4,638582784,501973144,460805256,455661176
0.059898555,0.007770459,8.6701E-5,1.89101E-4,638582784,455661176,414509408,409365648
0.076161979,0.007800059,4.29E-5,2.29702E-4,638582784,409365648,363070232,363070232
0.032009444,0.004225532,5.25E-5,1.69602E-4,638582784,363070232,585557416,585557416
0.026802304,0.004048031,3.63E-5,1.58901E-4,638582784,585557416,537182248,537182248
0.026872404,0.00404133,3.5901E-5,2.03501E-4,638582784,537182248,490538512,490538512
0.026750904,0.00401813,3.57E-5,1.60002E-4,638582784,490538512,443897760,443897760
0.026749304,0.00404913,3.7001E-5,1.57201E-4,638582784,443897760,397256440,397256440
0.037968388,0.004129832,3.71E-5,1.69601E-4,638582784,397256440,864264056,853926392
0.026721803,0.004037231,3.75E-5,1.66701E-4,902823936,853926392,812574272,812574272
0.026741603,0.00403133,3.9701E-5,1.59501E-4,902823936,812574272,771223480,760885760
0.026943705,0.004070831,3.79E-5,1.65601E-4,902823936,760885760,719533680,719533680
0.026842404,0.004048931,3.69E-5,1.58502E-4,902823936,719533680,678181920,667844080
0.026738103,0.004040731,3.73E-5,1.60602E-4,902823936,667844080,626491952,626491952
0.046968757,0.00792166,3.9301E-5,1.78401E-4,902823936,626491952,585141128,574803112
0.066881908,0.007779259,3.86E-5,1.87902E-4,902823936,574803112,533452264,533452264
0.05930025,0.00779746,3.77E-5,1.82701E-4,902823936,533452264,492084840,481747176
0.059167349,0.007704859,3.64E-5,1.73101E-4,902823936,481747176,440396496,440396496
0.08939678,0.007701758,4.26E-5,2.05102E-4,902823936,440396496,399044936,388707256
0.066595806,0.004063331,9.9201E-5,1.85101E-4,902823936,388707256,876235600,865853816
0.026796304,0.004031531,3.13E-5,1.91701E-4,902823936,865853816,824325232,824325232
0.052260697,0.008029261,4.04E-5,1.66002E-4,902823936,824325232,782797912,772416000
0.057828839,0.006880953,3.07E-5,1.61601E-4,902823936,772416000,730888496,730888496
0.051493191,0.007058354,3.07E-5,1.58601E-4,902823936,730888496,689358264,678976504
0.080079408,0.010106777,5.08E-5,1.79202E-4,902823936,678976504,637447776,637447776
0.051850593,0.003725329,7.52E-5,1.57602E-4,902823936,637447776,595920440,585538680
0.029243222,0.004088231,2.88E-5,1.95802E-4,902823936,585538680,544008576,544008576
0.029558525,0.004396533,2.89E-5,1.61002E-4,902823936,544008576,502479264,492097504
0.028793119,0.004155032,4.6E-5,1.68201E-4,902823936,492097504,450568800,450568800
0.029623825,0.004119932,3.79E-5,1.58701E-4,902823936,450568800,409040904,398658968
0.029358423,0.021200561,3.0901E-5,1.72601E-4,902823936,398658968,361570256,1387127896
0.090565888,0.009825174,2.82E-5,2.00601E-4,1427111936,1387127896,1345475440,1345475440
0.044285137,0.003832329,2.77E-5,1.55101E-4,1427111936,1345475440,1303823176,1303823176
0.032710149,0.004131731,6.9301E-5,1.88401E-4,1427111936,1303823176,1262169768,1262169768
0.030663632,0.004276332,3.0901E-5,1.66501E-4,1427111936,1262169768,1220517448,1199691264
0.029653325,0.004163032,3.06E-5,1.66502E-4,1427111936,1199691264,1158036392,1158036392
0.04863997,0.010642981,2.87E-5,1.77801E-4,1427111936,1158036392,1116384128,1116384128
0.081819821,0.009636074,2.7E-5,2.42202E-4,1427111936,1116384128,1074731848,1074731848
0.089035476,0.009616474,8.3E-5,1.90002E-4,1427111936,1074731848,1033079552,1033079552
0.089153977,0.009945175,9.0E-5,2.08002E-4,1427111936,1033079552,970599064,970599064
0.0922,0.009646474,8.58E-5,1.70402E-4,1427111936,970599064,928946776,928946776
0.087116161,0.009591072,3.4901E-5,1.61901E-4,1427111936,928946776,887293224,887293224
0.136351435,0.016587026,0.002069816,5.46604E-4,506462208,495892488,453577528,448292624
0.065102194,0.011121384,1.071E-4,3.35003E-4,506462208,448292624,406011784,403369352
0.07240165,0.006329448,1.34701E-4,2.83702E-4,506462208,403369352,478309888,475746848
0.02892532,0.005814044,1.08401E-4,3.02202E-4,506462208,475746848,432172552,427046776
0.029171321,0.005698844,9.39E-5,2.48102E-4,506462208,423083040,380742416,375616688
0.033948557,0.005205739,1.06501E-4,2.07901E-4,506462208,375616688,595148096,590040776
0.027966712,0.004795337,1.02101E-4,0.003309825,638582784,590040776,549163824,544056544
0.027893712,0.004147531,8.3401E-5,4.16103E-4,638582784,544056544,503179368,498072056
0.05010668,0.008072862,1.14301E-4,2.06601E-4,638582784,498072056,457210904,452103512
0.062111372,0.007853259,8.5201E-5,1.94901E-4,638582784,452103512,411243648,406136336
0.081420818,0.015675419,4.6801E-5,2.04901E-4,638582784,406136336,365258968,619706232
0.027439509,0.004029831,6.0E-5,1.71901E-4,638582784,619706232,578483952,573333232
0.027224006,0.004044031,3.74E-5,1.63802E-4,638582784,573333232,532125848,526975136
0.027261007,0.004034931,3.73E-5,2.09802E-4,638582784,526975136,483110096,477959384
0.027074605,0.00403693,4.8701E-5,1.64001E-4,638582784,477959384,436753032,431601960
0.027231107,0.004074531,3.78E-5,1.66302E-4,638582784,431601960,385241568,385241568
0.034341361,0.00399553,3.66E-5,1.69802E-4,638582784,385241568,858988304,848630272
0.027123806,0.004013831,3.64E-5,1.67201E-4,902823936,848630272,807197000,807197000
0.027155606,0.004023031,4.02E-5,1.62102E-4,902823936,807197000,765747688,755389792
0.027398508,0.004100431,3.6E-5,1.64801E-4,902823936,755389792,713955496,713955496
0.027137906,0.00402183,3.56E-5,1.67802E-4,902823936,713955496,672523840,662165968
0.027197107,0.00404303,3.7201E-5,1.61901E-4,902823936,662165968,620734248,620734248
0.043844233,0.008042761,3.5801E-5,1.81801E-4,902823936,620734248,579302704,568944776
0.061239765,0.00785816,3.65E-5,1.85501E-4,902823936,568944776,527512528,527512528
0.061281165,0.00785326,3.63E-5,1.82301E-4,902823936,527512528,486080944,475723072
0.061418066,0.007808059,3.67E-5,1.79302E-4,902823936,475723072,434291264,434291264
0.077125486,0.007857359,3.5701E-5,2.14401E-4,902823936,434291264,392858296,382500368
0.060275858,0.00396413,9.8701E-5,1.84001E-4,902823936,382500368,864050824,864050824
0.027093405,0.01570672,4.68E-5,1.97902E-4,902823936,864050824,822618520,812260656
0.053418706,0.006975453,3.63E-5,1.63001E-4,902823936,812260656,770828968,770828968
0.057760238,0.006987853,3.0501E-5,1.67401E-4,902823936,770828968,729397480,719039568
0.052906002,0.006955252,2.9801E-5,1.60101E-4,902823936,719039568,677605448,677605448
0.053015802,0.006240047,3.69E-5,1.57801E-4,902823936,677605448,636173920,625816064
0.03553517,0.003645828,7.78E-5,1.62102E-4,902823936,625816064,584382704,584382704
0.027162107,0.003638027,2.7601E-5,1.81201E-4,902823936,584382704,542951096,532593216
0.027167806,0.003645328,2.73E-5,1.53802E-4,902823936,532593216,491161624,491161624
0.027105706,0.003617228,3.83E-5,1.56901E-4,902823936,491161624,449728656,439370784
0.027118806,0.003613327,3.33E-5,1.53401E-4,902823936,439370784,397939312,397939312
0.041823117,0.005965946,3.72E-5,1.57501E-4,902823936,397939312,1383402224,1383402224
0.049937579,0.006216947,2.93E-5,1.58901E-4,1423966208,1383402224,1341822472,1341822472
0.02900022,0.003617128,2.71E-5,1.51601E-4,1423966208,1341822472,1300242720,1300242720
0.027220007,0.003620027,7.1101E-5,1.55301E-4,1423966208,1300242720,1258662768,1237872720
0.027147706,0.003619027,2.64E-5,1.50401E-4,1423966208,1237872720,1196292944,1196292944
0.027404008,0.00385873,2.62E-5,1.56101E-4,1423966208,1196292944,1154710264,1154710264
0.047845963,0.008140162,3.73E-5,1.70702E-4,1423966208,1154710264,1113130512,1113130512
0.053952809,0.006115147,2.64E-5,1.57001E-4,1423966208,1113130512,1071549368,1050759472
0.052999803,0.006158446,3.2401E-5,1.93601E-4,1423966208,1050759472,1009179648,1009179648
0.0526366,0.006089846,1.07001E-4,1.73901E-4,1423966208,1009179648,967583512,967583512
0.053076603,0.006198447,6.8901E-5,1.55501E-4,1423966208,967583512,926002416,926002416
0.053107303,0.006163446,3.0301E-5,1.54201E-4,1423966208,926002416,884422232,863632304
0.152736859,0.015663219,0.002033615,5.42405E-4,506462208,498534920,450934880,445649792
0.063674683,0.010858582,1.09101E-4,3.36403E-4,506462208,445649792,403362080,400719672
0.070676736,0.005823045,1.32101E-4,2.86702E-4,506462208,400719672,475947128,473410552
0.031068436,0.00535934,1.05501E-4,3.42503E-4,506462208,473410552,430265256,425192792
0.028783419,0.00526944,9.63E-5,2.40902E-4,506462208,425192792,379424400,376888168
0.033076051,0.004165431,1.16201E-4,2.28402E-4,506462208,376888168,595999064,590889680
0.02768131,0.004107631,1.53301E-4,2.47502E-4,638582784,590889680,550010616,544901248
0.027527508,0.004112432,9.06E-5,3.80603E-4,638582784,544901248,504009560,498900192
0.048115765,0.007813559,1.45401E-4,1.99302E-4,638582784,498900192,458023768,452914040
0.060182556,0.007602558,8.4301E-5,2.07901E-4,638582784,452914040,412037624,406928256
0.090051083,0.015904921,4.4201E-5,1.93201E-4,638582784,406928256,366050128,619370512
0.033364654,0.004149631,5.0601E-5,1.71101E-4,638582784,619370512,578099208,572940584
0.026972704,0.004038831,3.66E-5,1.64102E-4,638582784,572940584,530549352,525390712
0.027283507,0.004064631,3.69E-5,2.02402E-4,638582784,525390712,484117672,478959032
0.026969605,0.004056431,3.66E-5,1.57901E-4,638582784,478959032,437673336,432514696
0.027017305,0.004088831,6.3001E-5,1.67101E-4,638582784,432514696,389527968,384369336
0.040013104,0.00399353,3.6601E-5,1.74801E-4,638582784,384369336,858874360,858874360
0.027267207,0.00403333,3.5801E-5,1.68301E-4,902823936,858874360,807045808,807045808
0.027046205,0.004050331,3.94E-5,1.65901E-4,902823936,807045808,765581696,765581696
0.027221707,0.004095431,3.6E-5,1.69601E-4,902823936,765581696,713753256,713753256
0.027188106,0.00402713,3.69E-5,1.68601E-4,902823936,713753256,672290672,672290672
0.027062205,0.00405253,3.5301E-5,1.62401E-4,902823936,672290672,620461152,620461152
0.042309921,0.008076162,3.6E-5,1.82601E-4,902823936,620461152,578997360,578997360
0.059397051,0.007700158,3.7001E-5,1.84801E-4,902823936,578997360,527169112,527169112
0.059179549,0.007631058,3.9601E-5,1.75501E-4,902823936,527169112,485706272,475340272
0.059425051,0.007597658,3.55E-5,2.18602E-4,902823936,475340272,433875280,433875280
0.086698558,0.007671858,3.54E-5,2.07102E-4,902823936,433875280,392411520,382045880
0.061223364,0.004086531,1.01001E-4,1.88302E-4,902823936,382045880,864058072,864058072
0.027085606,0.004037731,3.06E-5,1.58701E-4,902823936,864058072,822587048,812224024
0.041989618,0.012328694,4.73E-5,1.99702E-4,902823936,812224024,770770944,770770944
0.056869132,0.006838852,3.19E-5,1.63201E-4,902823936,770770944,729318840,718955832
0.051723892,0.006822752,3.27E-5,1.58402E-4,902823936,718955832,677502136,677502136
0.051769593,0.006110246,3.57E-5,1.55302E-4,902823936,677502136,636032304,625636536
0.037333083,0.00389613,7.48E-5,1.62101E-4,902823936,625636536,584182584,584182584
0.026939105,0.003693128,2.71E-5,1.81801E-4,902823936,584182584,542729584,532366392
0.026988704,0.003708329,2.72E-5,1.55201E-4,902823936,532366392,490911648,490911648
0.026952804,0.003648728,3.72E-5,1.55602E-4,902823936,490911648,449442920,439079920
0.026874504,0.003648528,3.17E-5,1.52201E-4,902823936,439079920,397626160,397626160
0.036516177,0.006017545,3.36E-5,1.60802E-4,902823936,397626160,1383487400,1383487400
0.0527454,0.006077546,2.65E-5,1.59102E-4,1423966208,1383487400,1341879136,1341879136
0.039181298,0.003616427,2.6901E-5,1.49701E-4,1423966208,1341879136,1300285928,1300285928
0.027115806,0.003607127,6.7301E-5,1.57201E-4,1423966208,1300285928,1258693952,1237897992
0.027038405,0.003588727,2.6201E-5,1.84201E-4,1423966208,1237897992,1196306088,1196306088
0.027005405,0.003633827,2.5701E-5,1.49901E-4,1423966208,1196306088,1154711552,1154711552
0.05014458,0.00793916,3.0501E-5,1.59101E-4,1423966208,1154711552,1113118088,1113118088
0.084764843,0.009588173,3.33E-5,2.22202E-4,1423966208,1113118088,1071526192,1050730224
0.086628857,0.009425672,8.7001E-5,1.81901E-4,1423966208,1050730224,1009138136,1009138136
0.086118053,0.009467072,7.5201E-5,2.23202E-4,1423966208,1009138136,967546184,967546184
0.085298247,0.00923447,1.14901E-4,1.88001E-4,1423966208,967546184,925954144,925954144
0.088698473,0.009615873,3.5401E-5,1.79301E-4,1423966208,925954144,884362152,863566184
